Compound,Che.type,Cell.type,Addition.Type,Time,Compartment_new,Compartment,% Recovery,Volume (uL),Used Volume (uL),Input Amount (pmol),Input.Amount.umol,Estimated amount (pmol),Estimated.Concentration.uM
4:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,85.18590998,75,75,375,0.000375,319.4471624,4.259295499
4:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,85.09808175,75,75,375,0.000375,319.1178066,4.254904087
4:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,103.418697,75,75,375,0.000375,387.8201136,5.170934848
4:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,85.14190334,75,75,375,0.000375,319.2821375,4.257095167
4:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,11.00578156,235,235,375,0.000375,41.27168084,0.175624174
4:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,10.71834907,235,235,375,0.000375,40.193809,0.171037485
4:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,10.94968605,235,235,375,0.000375,41.06132269,0.174729033
4:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,8.443152939,235,235,375,0.000375,31.66182352,0.134731164
4:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.009790946,30,0.025307623,375,0.000375,0.036716048,1.450790056
4:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.009948479,30,0.025307623,375,0.000375,0.037306796,1.474132746
4:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.008207014,30,0.025307623,375,0.000375,0.030776303,1.216088248
4:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.01049192,30,0.025307623,375,0.000375,0.039344701,1.554658099
4:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,100.0791715,235,235,1175,0.001175,1175.930265,5.003958573
4:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,106.7215104,235,235,1175,0.001175,1253.977747,5.33607552
4:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,74.82883222,235,235,1175,0.001175,879.2387786,3.741441611
4:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,74.57295632,235,235,1175,0.001175,876.2322367,3.728647816
4:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,10.91763434,75,75,1175,0.001175,128.2822035,1.71042938
4:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,10.88349086,75,75,1175,0.001175,127.8810176,1.705080234
4:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,12.37941705,75,75,1175,0.001175,145.4581503,1.939442004
4:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,9.434155647,75,75,1175,0.001175,110.8513288,1.478017718
4:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.025261017,30,0.025307623,1175,0.001175,0.296816955,11.72836156
4:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.033997467,30,0.025307623,1175,0.001175,0.399470238,15.78458135
4:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.079370391,30,0.025307623,1175,0.001175,0.932602093,36.85063923
4:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.044202843,30,0.025307623,1175,0.001175,0.519383407,20.52280465
6:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,69.71210231,75,75,375,0.000375,261.4203837,3.485605116
6:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,66.01628047,75,75,375,0.000375,247.5610517,3.300814023
6:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,76.14991159,75,75,375,0.000375,285.5621685,3.80749558
6:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,71.67152114,75,75,375,0.000375,268.7682043,3.583576057
6:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,29.45305549,235,235,375,0.000375,110.4489581,0.469995566
6:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,25.74853912,235,235,375,0.000375,96.55702171,0.410880943
6:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,33.9264913,235,235,375,0.000375,127.2243424,0.54138018
6:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,26.65724618,235,235,375,0.000375,99.96467316,0.425381588
6:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.225955129,30,0.025307623,375,0.000375,0.847331735,33.48128456
6:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.254359724,30,0.025307623,375,0.000375,0.953848965,37.69018357
6:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.085240738,30,0.025307623,375,0.000375,0.319652766,12.63069088
6:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,0.099296809,30,0.025307623,375,0.000375,0.372363035,14.71347317
6:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,91.22764454,235,235,1175,0.001175,1071.924823,4.561382227
6:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,91.93492744,235,235,1175,0.001175,1080.235397,4.596746372
6:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,86.81404376,235,235,1175,0.001175,1020.065014,4.340702188
6:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,87.91748169,235,235,1175,0.001175,1033.03041,4.395874084
6:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,9.035354498,75,75,1175,0.001175,106.1654154,1.415538871
6:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,11.54274899,75,75,1175,0.001175,135.6273006,1.808364008
6:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,10.00307346,75,75,1175,0.001175,117.5361132,1.567148176
6:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,10.76251834,75,75,1175,0.001175,126.4595905,1.686127874
6:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.169270956,30,0.025307623,1175,0.001175,1.988933729,78.5903011
6:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.224912978,30,0.025307623,1175,0.001175,2.642727489,104.4241676
6:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.19207841,30,0.025307623,1175,0.001175,2.256921321,89.17950536
6:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.175944934,30,0.025307623,1175,0.001175,2.06735298,81.68894258
8:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,1.149859187,75,75,375,0.000375,4.311971952,0.057492959
8:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,1.350937542,75,75,375,0.000375,5.066015781,0.067546877
8:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,1.584826384,75,75,375,0.000375,5.943098939,0.079241319
8:2 FTS,PFAS,OAT1,AtoB,24,Lumen,Top,1.470880051,75,75,375,0.000375,5.515800192,0.073544003
8:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,26.34796739,235,235,375,0.000375,98.80487771,0.420446288
8:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,10.91261217,235,235,375,0.000375,40.92229564,0.174137428
8:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,19.8640881,235,235,375,0.000375,74.49033037,0.316980129
8:2 FTS,PFAS,OAT1,AtoB,24,Blood,Bottom,21.86157502,235,235,375,0.000375,81.98090632,0.348854921
8:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,54.54004984,30,0.025307623,375,0.000375,204.5251869,8081.564402
8:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,68.92484429,30,0.025307623,375,0.000375,258.4681661,10213.05572
8:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,91.18046896,30,0.025307623,375,0.000375,341.9267586,13510.82066
8:2 FTS,PFAS,OAT1,AtoB,24,Cell,Lysate,100.8118911,30,0.025307623,375,0.000375,378.0445915,14937.97297
8:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,5.864617058,235,235,1175,0.001175,68.90925043,0.293230853
8:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,6.418713866,235,235,1175,0.001175,75.41988793,0.320935693
8:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,10.43159826,235,235,1175,0.001175,122.5712796,0.521579913
8:2 FTS,PFAS,OAT1,BtoA,24,Blood,Bottom,7.744866551,235,235,1175,0.001175,91.00218198,0.387243328
8:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,1.57910341,75,75,1175,0.001175,18.55446507,0.247392868
8:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,2.688887276,75,75,1175,0.001175,31.59442549,0.421259007
8:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,1.604061433,75,75,1175,0.001175,18.84772184,0.251302958
8:2 FTS,PFAS,OAT1,BtoA,24,Lumen,Top,2.041149564,75,75,1175,0.001175,23.98350737,0.319780098
8:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,71.42780519,30,0.025307623,1175,0.001175,839.276711,33163.00008
8:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,92.546349,30,0.025307623,1175,0.001175,1087.419601,42968.06505
8:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,108.2509403,30,0.025307623,1175,0.001175,1271.948549,50259.50235
8:2 FTS,PFAS,OAT1,BtoA,24,Cell,Lysate,89.40190808,30,0.025307623,1175,0.001175,1050.47242,41508.14207
PFDA,PFAS,OAT1,AtoB,24,Lumen,Top,2.213681471,75,75,375,0.000375,8.301305516,0.110684074
PFDA,PFAS,OAT1,AtoB,24,Lumen,Top,2.616993181,75,75,375,0.000375,9.813724428,0.130849659
PFDA,PFAS,OAT1,AtoB,24,Lumen,Top,4.599796639,75,75,375,0.000375,17.2492374,0.229989832
PFDA,PFAS,OAT1,AtoB,24,Lumen,Top,3.543001831,75,75,375,0.000375,13.28625687,0.177150092
PFDA,PFAS,OAT1,AtoB,24,Blood,Bottom,12.2757095,235,235,375,0.000375,46.03391061,0.195888981
PFDA,PFAS,OAT1,AtoB,24,Blood,Bottom,81.28012861,235,235,375,0.000375,304.8004823,1.297023329
PFDA,PFAS,OAT1,AtoB,24,Blood,Bottom,28.11921554,235,235,375,0.000375,105.4470583,0.448710886
PFDA,PFAS,OAT1,AtoB,24,Blood,Bottom,15.40538955,235,235,375,0.000375,57.77021083,0.245830684
PFDA,PFAS,OAT1,AtoB,24,Cell,Lysate,48.03772837,30,0.025307623,375,0.000375,180.1414814,7118.071888
PFDA,PFAS,OAT1,AtoB,24,Cell,Lysate,66.02287262,30,0.025307623,375,0.000375,247.5857723,9783.051146
PFDA,PFAS,OAT1,AtoB,24,Cell,Lysate,68.27465706,30,0.025307623,375,0.000375,256.029964,10116.71312
PFDA,PFAS,OAT1,AtoB,24,Cell,Lysate,67.61082563,30,0.025307623,375,0.000375,253.5405961,10018.34878
PFDA,PFAS,OAT1,BtoA,24,Blood,Bottom,7.262313552,235,235,1175,0.001175,85.33218424,0.363115678
PFDA,PFAS,OAT1,BtoA,24,Blood,Bottom,8.076219294,235,235,1175,0.001175,94.89557671,0.403810965
PFDA,PFAS,OAT1,BtoA,24,Blood,Bottom,8.480731636,235,235,1175,0.001175,99.64859672,0.424036582
PFDA,PFAS,OAT1,BtoA,24,Blood,Bottom,8.913925223,235,235,1175,0.001175,104.7386214,0.445696261
PFDA,PFAS,OAT1,BtoA,24,Lumen,Top,1.92408968,75,75,1175,0.001175,22.60805374,0.301440716
PFDA,PFAS,OAT1,BtoA,24,Lumen,Top,1.364040601,75,75,1175,0.001175,16.02747707,0.213699694
PFDA,PFAS,OAT1,BtoA,24,Lumen,Top,3.167472512,75,75,1175,0.001175,37.21780202,0.49623736
PFDA,PFAS,OAT1,BtoA,24,Lumen,Top,1.862071185,75,75,1175,0.001175,21.87933642,0.291724486
PFDA,PFAS,OAT1,BtoA,24,Cell,Lysate,50.6583659,30,0.025307623,1175,0.001175,595.2357994,23520.01981
PFDA,PFAS,OAT1,BtoA,24,Cell,Lysate,106.0372767,30,0.025307623,1175,0.001175,1245.938001,49231.72715
PFDA,PFAS,OAT1,BtoA,24,Cell,Lysate,104.3809467,30,0.025307623,1175,0.001175,1226.476123,48462.71467
PFDA,PFAS,OAT1,BtoA,24,Cell,Lysate,97.87254706,30,0.025307623,1175,0.001175,1150.002428,45440.94947
PFPeA,PFAS,OAT1,AtoB,24,Lumen,Top,86.89916229,75,75,375,0.000375,325.8718586,4.344958115
PFPeA,PFAS,OAT1,AtoB,24,Lumen,Top,81.27746393,75,75,375,0.000375,304.7904897,4.063873197
PFPeA,PFAS,OAT1,AtoB,24,Lumen,Top,69.30659392,75,75,375,0.000375,259.8997272,3.465329696
PFPeA,PFAS,OAT1,AtoB,24,Lumen,Top,72.42466286,75,75,375,0.000375,271.5924857,3.621233143
PFPeA,PFAS,OAT1,AtoB,24,Blood,Bottom,23.25523596,235,235,375,0.000375,87.20713487,0.371094191
PFPeA,PFAS,OAT1,AtoB,24,Blood,Bottom,19.8923551,235,235,375,0.000375,74.59633162,0.317431198
PFPeA,PFAS,OAT1,AtoB,24,Blood,Bottom,21.21768258,235,235,375,0.000375,79.56630968,0.338580041
PFPeA,PFAS,OAT1,AtoB,24,Blood,Bottom,25.56580227,235,235,375,0.000375,95.8717585,0.40796493
PFPeA,PFAS,OAT1,AtoB,24,Cell,Lysate,0.064584508,30,0.025307623,375,0.000375,0.242191905,9.569919033
PFPeA,PFAS,OAT1,AtoB,24,Cell,Lysate,0.03316652,30,0.025307623,375,0.000375,0.12437445,4.914505365
PFPeA,PFAS,OAT1,AtoB,24,Cell,Lysate,0.039682212,30,0.025307623,375,0.000375,0.148808294,5.879979042
PFPeA,PFAS,OAT1,AtoB,24,Cell,Lysate,0.023607844,30,0.025307623,375,0.000375,0.088529413,3.498132263
PFPeA,PFAS,OAT1,BtoA,24,Blood,Bottom,119.0298339,235,235,1175,0.001175,1398.600548,5.951491694
PFPeA,PFAS,OAT1,BtoA,24,Blood,Bottom,81.74882542,235,235,1175,0.001175,960.5486987,4.087441271
PFPeA,PFAS,OAT1,BtoA,24,Blood,Bottom,93.744249,235,235,1175,0.001175,1101.494926,4.68721245
PFPeA,PFAS,OAT1,BtoA,24,Blood,Bottom,87.07890826,235,235,1175,0.001175,1023.177172,4.353945413
PFPeA,PFAS,OAT1,BtoA,24,Lumen,Top,5.075133534,75,75,1175,0.001175,59.63281902,0.795104254
PFPeA,PFAS,OAT1,BtoA,24,Lumen,Top,4.898499382,75,75,1175,0.001175,57.55736774,0.76743157
PFPeA,PFAS,OAT1,BtoA,24,Lumen,Top,4.05775881,75,75,1175,0.001175,47.67866602,0.635715547
PFPeA,PFAS,OAT1,BtoA,24,Lumen,Top,4.154269334,75,75,1175,0.001175,48.81266468,0.650835529
PFPeA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.076139846,30,0.025307623,1175,0.001175,0.894643186,35.3507391
PFPeA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.0493377,30,0.025307623,1175,0.001175,0.579717977,22.90685191
PFPeA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.046650741,30,0.025307623,1175,0.001175,0.54814621,21.65933185
PFPeA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.040394091,30,0.025307623,1175,0.001175,0.474630573,18.75445072
PFUnDA,PFAS,OAT1,AtoB,24,Lumen,Top,0.294582114,75,75,375,0.000375,1.104682929,0.014729106
PFUnDA,PFAS,OAT1,AtoB,24,Lumen,Top,0.919310041,75,75,375,0.000375,3.447412653,0.045965502
PFUnDA,PFAS,OAT1,AtoB,24,Lumen,Top,0.20691244,75,75,375,0.000375,0.775921651,0.010345622
PFUnDA,PFAS,OAT1,AtoB,24,Lumen,Top,0.27529614,75,75,375,0.000375,1.032360524,0.013764807
PFUnDA,PFAS,OAT1,AtoB,24,Blood,Bottom,3.678447225,235,235,375,0.000375,13.79417709,0.058698626
PFUnDA,PFAS,OAT1,AtoB,24,Blood,Bottom,0.775818543,235,235,375,0.000375,2.909319535,0.012380083
PFUnDA,PFAS,OAT1,AtoB,24,Blood,Bottom,1.564213156,235,235,375,0.000375,5.865799335,0.024960848
PFUnDA,PFAS,OAT1,AtoB,24,Blood,Bottom,1.990194144,235,235,375,0.000375,7.463228039,0.031758417
PFUnDA,PFAS,OAT1,AtoB,24,Cell,Lysate,49.04863116,30,0.025307623,375,0.000375,183.9323668,7267.864123
PFUnDA,PFAS,OAT1,AtoB,24,Cell,Lysate,58.77646244,30,0.025307623,375,0.000375,220.4117342,8709.302025
PFUnDA,PFAS,OAT1,AtoB,24,Cell,Lysate,209.399164,30,0.025307623,375,0.000375,785.2468651,31028.07633
PFUnDA,PFAS,OAT1,AtoB,24,Cell,Lysate,73.07096858,30,0.025307623,375,0.000375,274.0161322,10827.41472
PFUnDA,PFAS,OAT1,BtoA,24,Blood,Bottom,0.114452866,235,235,1175,0.001175,1.344821175,0.005722643
PFUnDA,PFAS,OAT1,BtoA,24,Blood,Bottom,0.225191642,235,235,1175,0.001175,2.646001798,0.011259582
PFUnDA,PFAS,OAT1,BtoA,24,Blood,Bottom,0.295295785,235,235,1175,0.001175,3.469725477,0.014764789
PFUnDA,PFAS,OAT1,BtoA,24,Blood,Bottom,0.387079372,235,235,1175,0.001175,4.548182622,0.019353969
PFUnDA,PFAS,OAT1,BtoA,24,Lumen,Top,0.054881195,75,75,1175,0.001175,0.644854046,0.008598054
PFUnDA,PFAS,OAT1,BtoA,24,Lumen,Top,0.126104979,75,75,1175,0.001175,1.481733504,0.019756447
PFUnDA,PFAS,OAT1,BtoA,24,Lumen,Top,0.05079705,75,75,1175,0.001175,0.596865343,0.007958205
PFUnDA,PFAS,OAT1,BtoA,24,Lumen,Top,0.121665806,75,75,1175,0.001175,1.429573224,0.019060976
PFUnDA,PFAS,OAT1,BtoA,24,Cell,Lysate,97.08003531,30,0.025307623,1175,0.001175,1140.690415,45072.99658
PFUnDA,PFAS,OAT1,BtoA,24,Cell,Lysate,94.5514401,30,0.025307623,1175,0.001175,1110.979421,43899.00274
PFUnDA,PFAS,OAT1,BtoA,24,Cell,Lysate,101.7170695,30,0.025307623,1175,0.001175,1195.175567,47225.9112
PFUnDA,PFAS,OAT1,BtoA,24,Cell,Lysate,105.2759864,30,0.025307623,1175,0.001175,1236.99284,48878.26997
PFHpA,PFAS,OAT1,AtoB,24,Lumen,Top,52.01980415,75,75,375,0.000375,195.0742656,2.600990208
PFHpA,PFAS,OAT1,AtoB,24,Lumen,Top,72.91993008,75,75,375,0.000375,273.4497378,3.645996504
PFHpA,PFAS,OAT1,AtoB,24,Lumen,Top,74.62776306,75,75,375,0.000375,279.8541115,3.731388153
PFHpA,PFAS,OAT1,AtoB,24,Lumen,Top,57.4374393,75,75,375,0.000375,215.3903974,2.871871965
PFHpA,PFAS,OAT1,AtoB,24,Blood,Bottom,32.08658503,235,235,375,0.000375,120.3246939,0.512019974
PFHpA,PFAS,OAT1,AtoB,24,Blood,Bottom,30.87368328,235,235,375,0.000375,115.7763123,0.492665159
PFHpA,PFAS,OAT1,AtoB,24,Blood,Bottom,35.33823547,235,235,375,0.000375,132.518383,0.563908013
PFHpA,PFAS,OAT1,AtoB,24,Blood,Bottom,39.42743317,235,235,375,0.000375,147.8528744,0.629161168
PFHpA,PFAS,OAT1,AtoB,24,Cell,Lysate,1.285519483,30,0.025307623,375,0.000375,4.82069806,190.48403
PFHpA,PFAS,OAT1,AtoB,24,Cell,Lysate,1.300330024,30,0.025307623,375,0.000375,4.876237589,192.678607
PFHpA,PFAS,OAT1,AtoB,24,Cell,Lysate,1.322596218,30,0.025307623,375,0.000375,4.959735816,195.9779381
PFHpA,PFAS,OAT1,AtoB,24,Cell,Lysate,1.360680746,30,0.025307623,375,0.000375,5.102552799,201.6211777
PFHpA,PFAS,OAT1,BtoA,24,Blood,Bottom,92.34807816,235,235,1175,0.001175,1085.089918,4.617403908
PFHpA,PFAS,OAT1,BtoA,24,Blood,Bottom,87.45607434,235,235,1175,0.001175,1027.608873,4.372803717
PFHpA,PFAS,OAT1,BtoA,24,Blood,Bottom,90.73516093,235,235,1175,0.001175,1066.138141,4.536758046
PFHpA,PFAS,OAT1,BtoA,24,Blood,Bottom,96.02879843,235,235,1175,0.001175,1128.338382,4.801439921
PFHpA,PFAS,OAT1,BtoA,24,Lumen,Top,6.757619549,75,75,1175,0.001175,79.4020297,1.058693729
PFHpA,PFAS,OAT1,BtoA,24,Lumen,Top,8.022032884,75,75,1175,0.001175,94.25888638,1.256785152
PFHpA,PFAS,OAT1,BtoA,24,Lumen,Top,7.489814929,75,75,1175,0.001175,88.00532541,1.173404339
PFHpA,PFAS,OAT1,BtoA,24,Lumen,Top,7.421919171,75,75,1175,0.001175,87.20755026,1.162767337
PFHpA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.926307388,30,0.025307623,1175,0.001175,10.88411181,430.0724613
PFHpA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.93142822,30,0.025307623,1175,0.001175,10.94428158,432.4499968
PFHpA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.937976295,30,0.025307623,1175,0.001175,11.02122146,435.4901828
PFHpA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.944789717,30,0.025307623,1175,0.001175,11.10127918,438.6535661
PFHxS,PFAS,OAT1,AtoB,24,Lumen,Top,64.48667276,75,75,375,0.000375,241.8250229,3.224333638
PFHxS,PFAS,OAT1,AtoB,24,Lumen,Top,86.58503116,75,75,375,0.000375,324.6938668,4.329251558
PFHxS,PFAS,OAT1,AtoB,24,Lumen,Top,69.15896309,75,75,375,0.000375,259.3461116,3.457948154
PFHxS,PFAS,OAT1,AtoB,24,Lumen,Top,22.71488241,75,75,375,0.000375,85.18080905,1.135744121
PFHxS,PFAS,OAT1,AtoB,24,Blood,Bottom,33.31223601,235,235,375,0.000375,124.920885,0.531578234
PFHxS,PFAS,OAT1,AtoB,24,Blood,Bottom,39.68599915,235,235,375,0.000375,148.8224968,0.63328722
PFHxS,PFAS,OAT1,AtoB,24,Blood,Bottom,36.74137942,235,235,375,0.000375,137.7801728,0.586298608
PFHxS,PFAS,OAT1,AtoB,24,Blood,Bottom,42.18941717,235,235,375,0.000375,158.2103144,0.67323538
PFHxS,PFAS,OAT1,AtoB,24,Cell,Lysate,1.100097171,30,0.025307623,375,0.000375,4.125364392,163.0087644
PFHxS,PFAS,OAT1,AtoB,24,Cell,Lysate,1.342229399,30,0.025307623,375,0.000375,5.033360246,198.887118
PFHxS,PFAS,OAT1,AtoB,24,Cell,Lysate,1.412962897,30,0.025307623,375,0.000375,5.298610863,209.368174
PFHxS,PFAS,OAT1,AtoB,24,Cell,Lysate,1.270129359,30,0.025307623,375,0.000375,4.762985096,188.2035723
PFHxS,PFAS,OAT1,BtoA,24,Blood,Bottom,153.3415729,235,235,1175,0.001175,1801.763481,7.667078643
PFHxS,PFAS,OAT1,BtoA,24,Blood,Bottom,26.57675808,235,235,1175,0.001175,312.2769074,1.328837904
PFHxS,PFAS,OAT1,BtoA,24,Blood,Bottom,165.2666732,235,235,1175,0.001175,1941.88341,8.263333659
PFHxS,PFAS,OAT1,BtoA,24,Blood,Bottom,34.35765478,235,235,1175,0.001175,403.7024437,1.717882739
PFHxS,PFAS,OAT1,BtoA,24,Lumen,Top,4.050419066,75,75,1175,0.001175,47.59242403,0.634565654
PFHxS,PFAS,OAT1,BtoA,24,Lumen,Top,4.294061155,75,75,1175,0.001175,50.45521858,0.672736248
PFHxS,PFAS,OAT1,BtoA,24,Lumen,Top,4.657146752,75,75,1175,0.001175,54.72147433,0.729619658
PFHxS,PFAS,OAT1,BtoA,24,Lumen,Top,4.659708002,75,75,1175,0.001175,54.75156902,0.73002092
PFHxS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.5849997,30,0.025307623,1175,0.001175,6.873746474,271.607745
PFHxS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.671178082,30,0.025307623,1175,0.001175,7.886342467,311.619246
PFHxS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.720508882,30,0.025307623,1175,0.001175,8.465979367,334.5228943
PFHxS,PFAS,OAT1,BtoA,24,Cell,Lysate,0.819319469,30,0.025307623,1175,0.001175,9.627003755,380.3993631
PFNA,PFAS,OAT1,AtoB,24,Lumen,Top,15.68070228,75,75,375,0.000375,58.80263356,0.784035114
PFNA,PFAS,OAT1,AtoB,24,Lumen,Top,16.31052604,75,75,375,0.000375,61.16447267,0.815526302
PFNA,PFAS,OAT1,AtoB,24,Lumen,Top,31.09750276,75,75,375,0.000375,116.6156354,1.554875138
PFNA,PFAS,OAT1,AtoB,24,Lumen,Top,18.09082995,75,75,375,0.000375,67.84061233,0.904541498
PFNA,PFAS,OAT1,AtoB,24,Blood,Bottom,48.70085058,235,235,375,0.000375,182.6281897,0.777141233
PFNA,PFAS,OAT1,AtoB,24,Blood,Bottom,37.69294651,235,235,375,0.000375,141.3485494,0.601483189
PFNA,PFAS,OAT1,AtoB,24,Blood,Bottom,46.99698663,235,235,375,0.000375,176.2386998,0.749951914
PFNA,PFAS,OAT1,AtoB,24,Blood,Bottom,60.59559461,235,235,375,0.000375,227.2334798,0.966950978
PFNA,PFAS,OAT1,AtoB,24,Cell,Lysate,19.87726841,30,0.025307623,375,0.000375,74.53975652,2945.347964
PFNA,PFAS,OAT1,AtoB,24,Cell,Lysate,29.12994895,30,0.025307623,375,0.000375,109.2373086,4316.379599
PFNA,PFAS,OAT1,AtoB,24,Cell,Lysate,38.51028529,30,0.025307623,375,0.000375,144.4135698,5706.326847
PFNA,PFAS,OAT1,AtoB,24,Cell,Lysate,37.31655799,30,0.025307623,375,0.000375,139.9370924,5529.44428
PFNA,PFAS,OAT1,BtoA,24,Blood,Bottom,52.08472358,235,235,1175,0.001175,611.995502,2.604236179
PFNA,PFAS,OAT1,BtoA,24,Blood,Bottom,67.29245385,235,235,1175,0.001175,790.6863328,3.364622693
PFNA,PFAS,OAT1,BtoA,24,Blood,Bottom,53.87600291,235,235,1175,0.001175,633.0430342,2.693800145
PFNA,PFAS,OAT1,BtoA,24,Blood,Bottom,71.74080535,235,235,1175,0.001175,842.9544629,3.587040268
PFNA,PFAS,OAT1,BtoA,24,Lumen,Top,8.364047593,75,75,1175,0.001175,98.27755922,1.310367456
PFNA,PFAS,OAT1,BtoA,24,Lumen,Top,9.472738786,75,75,1175,0.001175,111.3046807,1.48406241
PFNA,PFAS,OAT1,BtoA,24,Lumen,Top,9.375705777,75,75,1175,0.001175,110.1645429,1.468860572
PFNA,PFAS,OAT1,BtoA,24,Lumen,Top,10.69808056,75,75,1175,0.001175,125.7024465,1.67603262
PFNA,PFAS,OAT1,BtoA,24,Cell,Lysate,22.46079983,30,0.025307623,1175,0.001175,263.914398,10428.25696
PFNA,PFAS,OAT1,BtoA,24,Cell,Lysate,28.15866052,30,0.025307623,1175,0.001175,330.8642611,13073.6995
PFNA,PFAS,OAT1,BtoA,24,Cell,Lysate,33.82767167,30,0.025307623,1175,0.001175,397.4751421,15705.74758
PFNA,PFAS,OAT1,BtoA,24,Cell,Lysate,32.64830959,30,0.025307623,1175,0.001175,383.6176377,15158.18512
PFOA,PFAS,OAT1,AtoB,24,Lumen,Top,51.00485176,75,75,375,0.000375,191.2681941,2.550242588
PFOA,PFAS,OAT1,AtoB,24,Lumen,Top,59.08497222,75,75,375,0.000375,221.5686458,2.954248611
PFOA,PFAS,OAT1,AtoB,24,Lumen,Top,54.34767604,75,75,375,0.000375,203.8037851,2.717383802
PFOA,PFAS,OAT1,AtoB,24,Lumen,Top,58.29871153,75,75,375,0.000375,218.6201682,2.914935576
