"","Compound","Che.type","Cell.type","Addition.Type","Time","Compartment_new","Compartment","X..Recovery","Volume..uL.","Used.Volume..uL.","Input.Amount..pmol.","Input.Amount.umol","Estimated.amount..pmol.","Estimated.Concentration.uM","seach","Pred_conc","ratio","abs.dev"
"270","PFBS","PFAS","OAT1","AtoB",24,"Blood","Blood",35.29134695,235,235,375,0.000375,132.3425511,0.563159792,"AtoB_24_Blood",0.7297055,0.112515979811439,0.112515979811439
"271","PFBS","PFAS","OAT1","AtoB",24,"Blood","Blood",62.63560815,235,235,375,0.000375,234.8835306,0.999504385,"AtoB_24_Blood",0.7297055,-0.136637084116638,0.136637084116638
"272","PFBS","PFAS","OAT1","AtoB",24,"Blood","Blood",79.09399994,235,235,375,0.000375,296.6024998,1.262138297,"AtoB_24_Blood",0.7297055,-0.237959325045313,0.237959325045313
"273","PFBS","PFAS","OAT1","AtoB",24,"Cell","Cell",0.007254063,30,0.025307623,375,0.000375,0.027202736,1.074883092,"AtoB_24_Cell",0.729204,-0.168512189168415,0.168512189168415
"274","PFBS","PFAS","OAT1","AtoB",24,"Cell","Cell",0.004590176,30,0.025307623,375,0.000375,0.017213161,0.680157149,"AtoB_24_Cell",0.729204,0.0302397750788597,0.0302397750788597
"275","PFBS","PFAS","OAT1","AtoB",24,"Cell","Cell",0.003238685,30,0.025307623,375,0.000375,0.01214507,0.479897699,"AtoB_24_Cell",0.729204,0.181700374688506,0.181700374688506
"276","PFBS","PFAS","OAT1","AtoB",24,"Cell","Cell",0.003711058,30,0.025307623,375,0.000375,0.013916469,0.549892371,"AtoB_24_Cell",0.729204,0.122571347797619,0.122571347797619
"277","PFBS","PFAS","OAT1","BtoA",24,"Blood","Blood",115.4913672,235,235,1175,0.001175,1357.023565,5.774568361,"BtoA_24_Blood",4.520135,-0.106368121213393,0.106368121213393
"278","PFBS","PFAS","OAT1","BtoA",24,"Blood","Blood",82.29557366,235,235,1175,0.001175,966.9729904,4.114778683,"BtoA_24_Blood",4.520135,0.0408049245376533,0.0408049245376533
"279","PFBS","PFAS","OAT1","BtoA",24,"Blood","Blood",84.16493082,235,235,1175,0.001175,988.9379372,4.208246541,"BtoA_24_Blood",4.520135,0.0310502306787489,0.0310502306787489
"280","PFBS","PFAS","OAT1","BtoA",24,"Blood","Blood",67.27109524,235,235,1175,0.001175,790.435369,3.363554762,"BtoA_24_Blood",4.520135,0.128352902982115,0.128352902982115
"281","PFBS","PFAS","OAT1","BtoA",24,"Lumen","Lumen",1.072511846,75,75,1175,0.001175,12.60201419,0.168026856,"BtoA_24_Lumen",1.50257,0.951456012304589,0.951456012304589
"282","PFBS","PFAS","OAT1","BtoA",24,"Lumen","Lumen",1.137618359,75,75,1175,0.001175,13.36701571,0.178226876,"BtoA_24_Lumen",1.50257,0.925861518803453,0.925861518803453
"283","PFBS","PFAS","OAT1","BtoA",24,"Lumen","Lumen",24.31863174,75,75,1175,0.001175,285.7439229,3.809918972,"BtoA_24_Lumen",1.50257,-0.404081025796414,0.404081025796414
"284","PFBS","PFAS","OAT1","BtoA",24,"Lumen","Lumen",24.2325335,75,75,1175,0.001175,284.7322686,3.796430248,"BtoA_24_Lumen",1.50257,-0.402540711416291,0.402540711416291
"285","PFBS","PFAS","OAT1","BtoA",24,"Cell","Cell",0.0013804,30,0.025307623,1175,0.001175,0.016219695,0.640901555,"BtoA_24_Cell",1.87803,0.466911200185341,0.466911200185341
"286","PFBS","PFAS","OAT1","BtoA",24,"Cell","Cell",0.001548512,30,0.025307623,1175,0.001175,0.018195019,0.718954064,"BtoA_24_Cell",1.87803,0.417001382514498,0.417001382514498
"287","PFBS","PFAS","OAT1","BtoA",24,"Cell","Cell",0.007651928,30,0.025307623,1175,0.001175,0.08991015,3.552690402,"BtoA_24_Cell",1.87803,-0.276854837206766,0.276854837206766
"288","PFBS","PFAS","OAT1","BtoA",24,"Cell","Cell",0.005156775,30,0.025307623,1175,0.001175,0.060592106,2.394223493,"BtoA_24_Cell",1.87803,-0.105462162458157,0.105462162458157
"669","PFBS","PFAS","OAT1","AtoB",4,"Lumen","Lumen",150.0631347,75,75,375,0.000375,562.7367551,7.503156734,"AtoB_4_Lumen",4.47789,-0.224170597685918,0.224170597685918
"670","PFBS","PFAS","OAT1","AtoB",4,"Lumen","Lumen",46.22676115,75,75,375,0.000375,173.3503543,2.311338058,"AtoB_4_Lumen",4.47789,0.287209950514439,0.287209950514439
"671","PFBS","PFAS","OAT1","AtoB",4,"Lumen","Lumen",153.2300379,75,75,375,0.000375,574.6126421,7.661501895,"AtoB_4_Lumen",4.47789,-0.233240492468063,0.233240492468063
"672","PFBS","PFAS","OAT1","AtoB",4,"Lumen","Lumen",19.74661596,75,75,375,0.000375,74.04980984,0.987330798,"AtoB_4_Lumen",4.47789,0.656610736611927,0.656610736611927
"673","PFBS","PFAS","OAT1","AtoB",4,"Blood","Blood",0.890017069,235,235,375,0.000375,3.337564011,0.0142024,"AtoB_4_Blood",0.1664195,1.06884247279243,1.06884247279243
"674","PFBS","PFAS","OAT1","AtoB",4,"Blood","Blood",2.820087096,235,235,375,0.000375,10.57532661,0.04500139,"AtoB_4_Blood",0.1664195,0.567978284415313,0.567978284415313
"675","PFBS","PFAS","OAT1","AtoB",4,"Blood","Blood",17.58651426,235,235,375,0.000375,65.94942849,0.280635866,"AtoB_4_Blood",0.1664195,-0.226938961356226,0.226938961356226
"676","PFBS","PFAS","OAT1","AtoB",4,"Blood","Blood",9.436831874,235,235,375,0.000375,35.38811953,0.150587743,"AtoB_4_Blood",0.1664195,0.0434145886959517,0.0434145886959517
"677","PFBS","PFAS","OAT1","BtoA",4,"Blood","Blood",125.1939617,235,235,1175,0.001175,1471.029051,6.259698087,"BtoA_4_Blood",4.89131,-0.107128198873319,0.107128198873319
"678","PFBS","PFAS","OAT1","BtoA",4,"Blood","Blood",73.3663433,235,235,1175,0.001175,862.0545338,3.668317165,"BtoA_4_Blood",4.89131,0.124958310286595,0.124958310286595
"679","PFBS","PFAS","OAT1","BtoA",4,"Blood","Blood",95.67596408,235,235,1175,0.001175,1124.192578,4.783798204,"BtoA_4_Blood",4.89131,0.0096523368527379,0.0096523368527379
"680","PFBS","PFAS","OAT1","BtoA",4,"Blood","Blood",98.26898843,235,235,1175,0.001175,1154.660614,4.913449422,"BtoA_4_Blood",4.89131,-0.00196130159541826,0.00196130159541826
"681","PFBS","PFAS","OAT1","BtoA",4,"Lumen","Lumen",0.502228625,75,75,1175,0.001175,5.901186341,0.078682485,"BtoA_4_Lumen",0.339741,0.63526989313569,0.63526989313569
"682","PFBS","PFAS","OAT1","BtoA",4,"Lumen","Lumen",0.240106219,75,75,1175,0.001175,2.821248075,0.037616641,"BtoA_4_Lumen",0.339741,0.955767948397082,0.955767948397082
"683","PFBS","PFAS","OAT1","BtoA",4,"Lumen","Lumen",4.09655858,75,75,1175,0.001175,48.13456332,0.641794178,"BtoA_4_Lumen",0.339741,-0.27624781233668,0.27624781233668
"684","PFBS","PFAS","OAT1","BtoA",4,"Lumen","Lumen",1.958488911,75,75,1175,0.001175,23.0122447,0.306829929,"BtoA_4_Lumen",0.339741,0.0442502411909715,0.0442502411909715
"73","PFDA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",2.213681471,75,75,375,0.000375,8.301305516,0.110684074,"AtoB_24_Lumen",0.2959855,0.427185299935723,0.427185299935723
"74","PFDA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",2.616993181,75,75,375,0.000375,9.813724428,0.130849659,"AtoB_24_Lumen",0.2959855,0.354497840790328,0.354497840790328
"75","PFDA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",4.599796639,75,75,375,0.000375,17.2492374,0.229989832,"AtoB_24_Lumen",0.2959855,0.109561799976458,0.109561799976458
"76","PFDA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",3.543001831,75,75,375,0.000375,13.28625687,0.177150092,"AtoB_24_Lumen",0.2959855,0.222929053764086,0.222929053764086
"77","PFDA","PFAS","OAT1","AtoB",24,"Blood","Blood",12.2757095,235,235,375,0.000375,46.03391061,0.195888981,"AtoB_24_Blood",0.540017,0.440397424767024,0.440397424767024
"78","PFDA","PFAS","OAT1","AtoB",24,"Blood","Blood",81.28012861,235,235,375,0.000375,304.8004823,1.297023329,"AtoB_24_Blood",0.540017,-0.380540355780679,0.380540355780679
"79","PFDA","PFAS","OAT1","AtoB",24,"Blood","Blood",28.11921554,235,235,375,0.000375,105.4470583,0.448710886,"AtoB_24_Blood",0.540017,0.0804408259313308,0.0804408259313308
"80","PFDA","PFAS","OAT1","AtoB",24,"Blood","Blood",15.40538955,235,235,375,0.000375,57.77021083,0.245830684,"AtoB_24_Blood",0.540017,0.341771342305682,0.341771342305682
"81","PFDA","PFAS","OAT1","AtoB",24,"Cell","Cell",48.03772837,30,0.025307623,375,0.000375,180.1414814,7118.071888,"AtoB_24_Cell",8698.94,0.0871039655664397,0.0871039655664397
"82","PFDA","PFAS","OAT1","AtoB",24,"Cell","Cell",66.02287262,30,0.025307623,375,0.000375,247.5857723,9783.051146,"AtoB_24_Cell",8698.94,-0.0510079886778327,0.0510079886778327
"83","PFDA","PFAS","OAT1","AtoB",24,"Cell","Cell",68.27465706,30,0.025307623,375,0.000375,256.029964,10116.71312,"AtoB_24_Cell",8698.94,-0.065573099509734,0.065573099509734
"84","PFDA","PFAS","OAT1","AtoB",24,"Cell","Cell",67.61082563,30,0.025307623,375,0.000375,253.5405961,10018.34878,"AtoB_24_Cell",8698.94,-0.0613298118425097,0.0613298118425097
"85","PFDA","PFAS","OAT1","BtoA",24,"Blood","Blood",7.262313552,235,235,1175,0.001175,85.33218424,0.363115678,"BtoA_24_Blood",1.70363,0.671330278602473,0.671330278602473
"86","PFDA","PFAS","OAT1","BtoA",24,"Blood","Blood",8.076219294,235,235,1175,0.001175,94.89557671,0.403810965,"BtoA_24_Blood",1.70363,0.62519717164836,0.62519717164836
"87","PFDA","PFAS","OAT1","BtoA",24,"Blood","Blood",8.480731636,235,235,1175,0.001175,99.64859672,0.424036582,"BtoA_24_Blood",1.70363,0.603971953992438,0.603971953992438
"88","PFDA","PFAS","OAT1","BtoA",24,"Blood","Blood",8.913925223,235,235,1175,0.001175,104.7386214,0.445696261,"BtoA_24_Blood",1.70363,0.582336288406882,0.582336288406882
"89","PFDA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",1.92408968,75,75,1175,0.001175,22.60805374,0.301440716,"BtoA_24_Lumen",0.903601,0.476774790198765,0.476774790198765
"90","PFDA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",1.364040601,75,75,1175,0.001175,16.02747707,0.213699694,"BtoA_24_Lumen",0.903601,0.626172802583656,0.626172802583656
"91","PFDA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",3.167472512,75,75,1175,0.001175,37.21780202,0.49623736,"BtoA_24_Lumen",0.903601,0.260287245173656,0.260287245173656
"92","PFDA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",1.862071185,75,75,1175,0.001175,21.87933642,0.291724486,"BtoA_24_Lumen",0.903601,0.491003819559272,0.491003819559272
"93","PFDA","PFAS","OAT1","BtoA",24,"Cell","Cell",50.6583659,30,0.025307623,1175,0.001175,595.2357994,23520.01981,"BtoA_24_Cell",27254,0.0639925683893211,0.0639925683893211
"94","PFDA","PFAS","OAT1","BtoA",24,"Cell","Cell",106.0372767,30,0.025307623,1175,0.001175,1245.938001,49231.72715,"BtoA_24_Cell",27254,-0.256814820398543,0.256814820398543
"95","PFDA","PFAS","OAT1","BtoA",24,"Cell","Cell",104.3809467,30,0.025307623,1175,0.001175,1226.476123,48462.71467,"BtoA_24_Cell",27254,-0.249977486183448,0.249977486183448
"96","PFDA","PFAS","OAT1","BtoA",24,"Cell","Cell",97.87254706,30,0.025307623,1175,0.001175,1150.002428,45440.94947,"BtoA_24_Cell",27254,-0.22201714561986,0.22201714561986
"541","PFDA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",24.94523642,75,75,375,0.000375,93.54463656,1.247261821,"AtoB_4_Lumen",0.5322405,-0.369849710257919,0.369849710257919
"542","PFDA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",53.405784,75,75,375,0.000375,200.27169,2.6702892,"AtoB_4_Lumen",0.5322405,-0.700450380827941,0.700450380827941
"543","PFDA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",42.85726422,75,75,375,0.000375,160.7147408,2.142863211,"AtoB_4_Lumen",0.5322405,-0.604886530449545,0.604886530449545
"544","PFDA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",25.45659081,75,75,375,0.000375,95.46221553,1.27282954,"AtoB_4_Lumen",0.5322405,-0.378662327495269,0.378662327495269
"545","PFDA","PFAS","OAT1","AtoB",4,"Blood","Blood",49.85039035,235,235,375,0.000375,186.9389638,0.795484952,"AtoB_4_Blood",0.4663675,-0.231903690719764,0.231903690719764
"546","PFDA","PFAS","OAT1","AtoB",4,"Blood","Blood",53.37769886,235,235,375,0.000375,200.1663707,0.85177179,"AtoB_4_Blood",0.4663675,-0.261594974595319,0.261594974595319
"547","PFDA","PFAS","OAT1","AtoB",4,"Blood","Blood",95.42162498,235,235,375,0.000375,357.8310937,1.522685505,"AtoB_4_Blood",0.4663675,-0.513881935653159,0.513881935653159
"548","PFDA","PFAS","OAT1","AtoB",4,"Blood","Blood",54.68541035,235,235,375,0.000375,205.0702888,0.872639527,"AtoB_4_Blood",0.4663675,-0.272106602964449,0.272106602964449
"549","PFDA","PFAS","OAT1","BtoA",4,"Blood","Blood",61.79527173,235,235,1175,0.001175,726.0944429,3.089763587,"BtoA_4_Blood",1.82592,-0.228443505049485,0.228443505049485
"550","PFDA","PFAS","OAT1","BtoA",4,"Blood","Blood",76.07674322,235,235,1175,0.001175,893.9017328,3.803837161,"BtoA_4_Blood",1.82592,-0.318740171248795,0.318740171248795
"551","PFDA","PFAS","OAT1","BtoA",4,"Blood","Blood",125.7394036,235,235,1175,0.001175,1477.437992,6.28697018,"BtoA_4_Blood",1.82592,-0.536959654793181,0.536959654793181
"552","PFDA","PFAS","OAT1","BtoA",4,"Blood","Blood",79.50212644,235,235,1175,0.001175,934.1499856,3.975106322,"BtoA_4_Blood",1.82592,-0.337867003562941,0.337867003562941
"553","PFDA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",25.36198681,75,75,1175,0.001175,298.0033451,3.973377934,"BtoA_4_Lumen",0.788122,-0.702566424841894,0.702566424841894
"554","PFDA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",11.80216803,75,75,1175,0.001175,138.6754743,1.849006324,"BtoA_4_Lumen",0.788122,-0.370344945771551,0.370344945771551
"555","PFDA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",14.11776093,75,75,1175,0.001175,165.8836909,2.211782546,"BtoA_4_Lumen",0.788122,-0.448148975788311,0.448148975788311
"556","PFDA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",5.60453924,75,75,1175,0.001175,65.85333606,0.878044481,"BtoA_4_Lumen",0.788122,-0.0469230666882362,0.0469230666882362
"145","PFHpA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",52.01980415,75,75,375,0.000375,195.0742656,2.600990208,"AtoB_24_Lumen",2.92152,0.0504701465267709,0.0504701465267709
"146","PFHpA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",72.91993008,75,75,375,0.000375,273.4497378,3.645996504,"AtoB_24_Lumen",2.92152,-0.0962073841629997,0.0962073841629997
"147","PFHpA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",74.62776306,75,75,375,0.000375,279.8541115,3.731388153,"AtoB_24_Lumen",2.92152,-0.106261564604119,0.106261564604119
"148","PFHpA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",57.4374393,75,75,375,0.000375,215.3903974,2.871871965,"AtoB_24_Lumen",2.92152,0.0074437896253991,0.0074437896253991
"149","PFHpA","PFAS","OAT1","AtoB",24,"Blood","Blood",32.08658503,235,235,375,0.000375,120.3246939,0.512019974,"AtoB_24_Blood",0.6356555,0.0939349058498871,0.0939349058498871
"150","PFHpA","PFAS","OAT1","AtoB",24,"Blood","Blood",30.87368328,235,235,375,0.000375,115.7763123,0.492665159,"AtoB_24_Blood",0.6356555,0.110669958767462,0.110669958767462
"151","PFHpA","PFAS","OAT1","AtoB",24,"Blood","Blood",35.33823547,235,235,375,0.000375,132.518383,0.563908013,"AtoB_24_Blood",0.6356555,0.0520135432149684,0.0520135432149684
"152","PFHpA","PFAS","OAT1","AtoB",24,"Blood","Blood",39.42743317,235,235,375,0.000375,147.8528744,0.629161168,"AtoB_24_Blood",0.6356555,0.00445989906565669,0.00445989906565669
"153","PFHpA","PFAS","OAT1","AtoB",24,"Cell","Cell",1.285519483,30,0.025307623,375,0.000375,4.82069806,190.48403,"AtoB_24_Cell",182.563,-0.0184458069448087,0.0184458069448087
"154","PFHpA","PFAS","OAT1","AtoB",24,"Cell","Cell",1.300330024,30,0.025307623,375,0.000375,4.876237589,192.678607,"AtoB_24_Cell",182.563,-0.0234207340975966,0.0234207340975966
"155","PFHpA","PFAS","OAT1","AtoB",24,"Cell","Cell",1.322596218,30,0.025307623,375,0.000375,4.959735816,195.9779381,"AtoB_24_Cell",182.563,-0.0307944203513901,0.0307944203513901
"156","PFHpA","PFAS","OAT1","AtoB",24,"Cell","Cell",1.360680746,30,0.025307623,375,0.000375,5.102552799,201.6211777,"AtoB_24_Cell",182.563,-0.0431233834375768,0.0431233834375768
"157","PFHpA","PFAS","OAT1","BtoA",24,"Blood","Blood",92.34807816,235,235,1175,0.001175,1085.089918,4.617403908,"BtoA_24_Blood",4.51275,-0.00995659129506436,0.00995659129506436
"158","PFHpA","PFAS","OAT1","BtoA",24,"Blood","Blood",87.45607434,235,235,1175,0.001175,1027.608873,4.372803717,"BtoA_24_Blood",4.51275,0.0136812913726996,0.0136812913726996
"159","PFHpA","PFAS","OAT1","BtoA",24,"Blood","Blood",90.73516093,235,235,1175,0.001175,1066.138141,4.536758046,"BtoA_24_Blood",4.51275,-0.00230434324334753,0.00230434324334753
"160","PFHpA","PFAS","OAT1","BtoA",24,"Blood","Blood",96.02879843,235,235,1175,0.001175,1128.338382,4.801439921,"BtoA_24_Blood",4.51275,-0.0269302241518387,0.0269302241518387
"161","PFHpA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",6.757619549,75,75,1175,0.001175,79.4020297,1.058693729,"BtoA_24_Lumen",1.331,0.0994077148601062,0.0994077148601062
"162","PFHpA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",8.022032884,75,75,1175,0.001175,94.25888638,1.256785152,"BtoA_24_Lumen",1.331,0.0249170142850232,0.0249170142850232
"163","PFHpA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",7.489814929,75,75,1175,0.001175,88.00532541,1.173404339,"BtoA_24_Lumen",1.331,0.0547303656626486,0.0547303656626486
"164","PFHpA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",7.421919171,75,75,1175,0.001175,87.20755026,1.162767337,"BtoA_24_Lumen",1.331,0.0586852318602024,0.0586852318602024
"165","PFHpA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.926307388,30,0.025307623,1175,0.001175,10.88411181,430.0724613,"BtoA_24_Cell",415.921,-0.0145307857948369,0.0145307857948369
"166","PFHpA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.93142822,30,0.025307623,1175,0.001175,10.94428158,432.4499968,"BtoA_24_Cell",415.921,-0.0169250496280493,0.0169250496280493
"167","PFHpA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.937976295,30,0.025307623,1175,0.001175,11.02122146,435.4901828,"BtoA_24_Cell",415.921,-0.0199675206063731,0.0199675206063731
"168","PFHpA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.944789717,30,0.025307623,1175,0.001175,11.10127918,438.6535661,"BtoA_24_Cell",415.921,-0.0231108157689129,0.0231108157689129
"589","PFHpA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",129.7209319,75,75,375,0.000375,486.4534948,6.486046597,"AtoB_4_Lumen",4.48965,-0.159767578409167,0.159767578409167
"590","PFHpA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",85.98392878,75,75,375,0.000375,322.4397329,4.299196439,"AtoB_4_Lumen",4.48965,0.0188251966280752,0.0188251966280752
"591","PFHpA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",64.63383155,75,75,375,0.000375,242.3768683,3.231691578,"AtoB_4_Lumen",4.48965,0.142782579548348,0.142782579548348
"592","PFHpA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",74.83943682,75,75,375,0.000375,280.6478881,3.741971841,"AtoB_4_Lumen",4.48965,0.0791119709601726,0.0791119709601726
"593","PFHpA","PFAS","OAT1","AtoB",4,"Blood","Blood",10.36049581,235,235,375,0.000375,38.8518593,0.165327061,"AtoB_4_Blood",0.1365405,-0.0830824565421036,0.0830824565421036
"594","PFHpA","PFAS","OAT1","AtoB",4,"Blood","Blood",13.00912718,235,235,375,0.000375,48.78422694,0.207592455,"AtoB_4_Blood",0.1365405,-0.181950076052075,0.181950076052075
"595","PFHpA","PFAS","OAT1","AtoB",4,"Blood","Blood",8.156000318,235,235,375,0.000375,30.58500119,0.130148941,"AtoB_4_Blood",0.1365405,0.0208208501903662,0.0208208501903662
"596","PFHpA","PFAS","OAT1","AtoB",4,"Blood","Blood",13.29624758,235,235,375,0.000375,49.86092841,0.212174163,"AtoB_4_Blood",0.1365405,-0.191431008746768,0.191431008746768
"597","PFHpA","PFAS","OAT1","BtoA",4,"Blood","Blood",117.7761224,235,235,1175,0.001175,1383.869438,5.888806121,"BtoA_4_Blood",4.86201,-0.0832114083935482,0.0832114083935482
"598","PFHpA","PFAS","OAT1","BtoA",4,"Blood","Blood",111.8342587,235,235,1175,0.001175,1314.052539,5.591712934,"BtoA_4_Blood",4.86201,-0.0607290198564649,0.0607290198564649
"599","PFHpA","PFAS","OAT1","BtoA",4,"Blood","Blood",83.72970283,235,235,1175,0.001175,983.8240083,4.186485142,"BtoA_4_Blood",4.86201,0.0649662935299596,0.0649662935299596
"600","PFHpA","PFAS","OAT1","BtoA",4,"Blood","Blood",78.84336144,235,235,1175,0.001175,926.4094969,3.942168072,"BtoA_4_Blood",4.86201,0.0910807115227965,0.0910807115227965
"601","PFHpA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",1.757087159,75,75,1175,0.001175,20.64577412,0.275276988,"BtoA_4_Lumen",0.286334,0.0171030125572117,0.0171030125572117
"602","PFHpA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",1.908856934,75,75,1175,0.001175,22.42906898,0.299054253,"BtoA_4_Lumen",0.286334,-0.0188770628375924,0.0188770628375924
"603","PFHpA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",2.310045386,75,75,1175,0.001175,27.14303329,0.36190711,"BtoA_4_Lumen",0.286334,-0.101724195035562,0.101724195035562
"604","PFHpA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",1.840565148,75,75,1175,0.001175,21.62664049,0.288355207,"BtoA_4_Lumen",0.286334,-0.00305487785592215,0.00305487785592215
"445","PFHxA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",58.53613543,75,75,375,0.000375,219.5105079,2.926806772,"AtoB_24_Lumen",4.321855,0.169276140808103,0.169276140808103
"446","PFHxA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",135.1904267,75,75,375,0.000375,506.9641,6.759521333,"AtoB_24_Lumen",4.321855,-0.194245750978636,0.194245750978636
"447","PFHxA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",61.03135169,75,75,375,0.000375,228.8675688,3.051567585,"AtoB_24_Lumen",4.321855,0.151147199040364,0.151147199040364
"448","PFHxA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",104.9226923,75,75,375,0.000375,393.4600963,5.246134617,"AtoB_24_Lumen",4.321855,-0.0841692384574413,0.0841692384574413
"449","PFHxA","PFAS","OAT1","AtoB",24,"Blood","Blood",9.090919704,235,235,375,0.000375,34.09094889,0.145067868,"AtoB_24_Blood",0.2161575,0.173199080356277,0.173199080356277
"450","PFHxA","PFAS","OAT1","AtoB",24,"Blood","Blood",9.025296897,235,235,375,0.000375,33.84486337,0.144020695,"AtoB_24_Blood",0.2161575,0.176345406450218,0.176345406450218
"451","PFHxA","PFAS","OAT1","AtoB",24,"Blood","Blood",7.646742929,235,235,375,0.000375,28.67528598,0.122022494,"AtoB_24_Blood",0.2161575,0.248330411584219,0.248330411584219
"452","PFHxA","PFAS","OAT1","AtoB",24,"Blood","Blood",14.52253729,235,235,375,0.000375,54.45951486,0.231742616,"AtoB_24_Blood",0.2161575,-0.0302355963269473,0.0302355963269473
"453","PFHxA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.0075858,30,0.025307623,375,0.000375,0.028446751,1.12403881,"AtoB_24_Cell",1.21862,0.0350869949929847,0.0350869949929847
"454","PFHxA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.006932686,30,0.025307623,375,0.000375,0.025997573,1.027262545,"AtoB_24_Cell",1.21862,0.0741868478910123,0.0741868478910123
"455","PFHxA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.013324637,30,0.025307623,375,0.000375,0.04996739,1.974400757,"AtoB_24_Cell",1.21862,-0.2095670073739,0.2095670073739
"456","PFHxA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.006053934,30,0.025307623,375,0.000375,0.022702251,0.897051873,"AtoB_24_Cell",1.21862,0.133050744170136,0.133050744170136
"457","PFHxA","PFAS","OAT1","BtoA",24,"Blood","Blood",91.06481304,235,235,1175,0.001175,1070.011553,4.553240652,"BtoA_24_Blood",4.594505,0.0039181238461021,0.0039181238461021
"458","PFHxA","PFAS","OAT1","BtoA",24,"Blood","Blood",88.17724432,235,235,1175,0.001175,1036.082621,4.408862216,"BtoA_24_Blood",4.594505,0.0179122018454981,0.0179122018454981
"459","PFHxA","PFAS","OAT1","BtoA",24,"Blood","Blood",69.2591873,235,235,1175,0.001175,813.7954508,3.462959365,"BtoA_24_Blood",4.594505,0.122791332998014,0.122791332998014
"460","PFHxA","PFAS","OAT1","BtoA",24,"Blood","Blood",81.57702003,235,235,1175,0.001175,958.5299854,4.078851002,"BtoA_24_Blood",4.594505,0.0517008873984611,0.0517008873984611
"461","PFHxA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",8.461677454,75,75,1175,0.001175,99.42471009,1.325662801,"BtoA_24_Lumen",1.26596,-0.020013086174357,0.020013086174357
"462","PFHxA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",14.42617924,75,75,1175,0.001175,169.5076061,2.260101415,"BtoA_24_Lumen",1.26596,-0.251707943514633,0.251707943514633
"463","PFHxA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",25.98605337,75,75,1175,0.001175,305.3361271,4.071148362,"BtoA_24_Lumen",1.26596,-0.507296945676543,0.507296945676543
"464","PFHxA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",20.99193546,75,75,1175,0.001175,246.6552417,3.288736556,"BtoA_24_Lumen",1.26596,-0.414609102068451,0.414609102068451
"465","PFHxA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.013144128,30,0.025307623,1175,0.001175,0.154443506,6.102647596,"BtoA_24_Cell",6.929415,0.0551782799667483,0.0551782799667483
"466","PFHxA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.010170507,30,0.025307623,1175,0.001175,0.119503462,4.722034181,"BtoA_24_Cell",6.929415,0.166567445396041,0.166567445396041
"467","PFHxA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.010782989,30,0.025307623,1175,0.001175,0.12670012,5.006401373,"BtoA_24_Cell",6.929415,0.14117090693492,0.14117090693492
